,items
45,Other Dals,Other Vegetables
46,Other Vegetables,Other Vegetables,Brinjals,Frozen Veg Food,Basmati Rice,Basmati Rice
47,Honey
48,Brinjals
49,Moong Dal,Other Vegetables,Moong Dal
50,Sugar,Veg & Fruit,Honey
51,Urad Dal,Sunflower Oils,Maida,Besan
52,Mosquito Repellent,Cookies
53,Chinese Noodles,Root Vegetables,Whole Spices,Gourd & Cucumber,Sugar
54,Bread,Maida
55,Other Vegetables
56,Other Sweets,Bread
57,Root Vegetables
58,Other Sweets,Curd,Vinegar,Sugar
59,Brinjals,Gourd & Cucumber
60,Bread,Root Vegetables,Other Vegetables
61,Honey,Glass Cleaners,Curd,Besan
62,Brinjals,Other Vegetables
63,Exotic Vegetables,Brinjals
64,Banana,Bread,Root Vegetables,Sugar,Besan
65,Health Drinks,Aluminium Foil & Cling Wrap
66,Exotic Vegetables,Bread,Other Vegetables,Buns & Pavs,Exotic Vegetables,Exotic Vegetables,Maida
67,Other Dals,Other Vegetables,Other Vegetables,Urad Dal,Other Dals,Banana
68,Root Vegetables
69,Brinjals
70,Exotic Vegetables,Root Vegetables,Other Dals,Root Vegetables,Aluminium Foil & Cling Wrap,Banana,Brinjals
71,Other Vegetables,Other Vegetables,Organic Flours,CFLs,cfls,7832553,2,0
7831582,Channa Dal,channa-dal,7832491,2,0
7832360,Cheese,cheese,7832363,2,0
7831689,Chewing Gum,chewing-gum,7831685,2,0
7832047,ChildrenS Books
72,Root Vegetables
73,Root Vegetables,Banana,Exotic Vegetables
74,Root Vegetables,Exotic Vegetables,Cashews,Almonds,Avalakki / Poha
75,Banana,Maida,Cotton & Bandages,Honey,Brinjals,Bread,Olive Oils
76,Aluminium Foil & Cling Wrap,Bread,Besan
77,Whole Spices,Bread
78,Bread
79,Bread,Besan,Exotic Vegetables,Root Vegetables,Banana,Brinjals,Other Vegetables,Banana,Curd,Organic F&V,Other Vegetables,Other Dry Fruits,Yogurt & Lassi,Sugar Cubes,Yogurt & Lassi,Almonds,Glucose, Marie & Milk Biscuits,Honey,Yogurt & Lassi,Yogurt & Lassi,Other Vegetables,Butter & Cream,Other Vegetables,Other Vegetables,Glucose, Marie & Milk Biscuits,Organic F&V,Root Vegetables,Butter & Cream,Other Vegetables,Exotic Vegetables,Root Vegetables,Organic Flours,Gourd & Cucumber,Brinjals,Root Vegetables,Other Vegetables,Maida,Sugar,Bread,Root Vegetables,Sooji & Rava,Basmati Rice,Other Vegetables,Organic F&V,Ready Mix,Exotic Vegetables,Other Vegetables,Banana,Bread,Banana,Glucose, Marie & Milk Biscuits,Gourd & Cucumber,Bread,Banana,Other Vegetables,Other Vegetables,Banana,Root Vegetables,Brinjals,Cream Biscuits,Root Vegetables,Bread,Banana,Health Drinks,Other Vegetables,Beans,Root Vegetables,Banana,Other Dals,Organic F&V,Maida,Exotic Vegetables,Sugar,Almonds,Exotic Vegetables,Root Vegetables,Sunflower Oils,Root Vegetables,Root Vegetables,Banana,Cashews,Beans,Basmati Rice,Other Vegetables,Root Vegetables,Glucose, Marie & Milk Biscuits,Banana,Brinjals,Root Vegetables,Besan,Exotic Vegetables,Beans,Maida,Beans,Exotic Vegetables,Buns & Pavs,Exotic Vegetables,Bread,Exotic Vegetables,Bread,Root Vegetables,Yogurt & Lassi,Moong Dal,Organic F&V,Other Vegetables,Glucose, Marie & Milk Biscuits,Beans,Brinjals,Exotic Vegetables,Other Vegetables,Regular Pasta,Pasta & Noodles,Gourd & Cucumber,Other Vegetables,Glucose, Marie & Milk Biscuits,Beans,Brinjals,Other Vegetables,Exotic Vegetables,Whole Spices,Bread,Beans,Other Vegetables,Other Vegetables,Basmati Rice,Other Vegetables,Root Vegetables,Root Vegetables,Banana,Sugar,Moong Dal,Brinjals,Namkeen,Other Dry Fruits,Raisins,Healthy Snacks,Other Dry Fruits,Raisins,Glass Cleaners,Root Vegetables,Brinjals,Other Vegetables,Banana,Mosquito Repellent,Banana,Cashews,Almonds,Maida,Ready Mix,Banana,Sugar,Moong Dal,Whole Spices,Brinjals,Sunflower Oils,Root Vegetables,Banana,Mosquito Repellent,Bread,Rodent Control,Brinjals,Exotic Vegetables,Aluminium Foil & Cling Wrap,Frozen Veg Food,Bread,Cookies,Shaving Blade & Razors,Other Vegetables,Root Vegetables,Other Vegetables,Sugar,Root Vegetables,Aluminium Foil & Cling Wrap,Bread,Other Vegetables,Raw Peanuts,Root Vegetables,Cookies,Brinjals,Honey,Sugar Cubes,Root Vegetables,Bread,Beans,Cooking Sauce,Besan,Honey,Cooking Sauce,Root Vegetables,Mosquito Repellent,Brinjals
80,Exotic Vegetables,Beans,Moong Dal
81,Toor Dal,Banana
82,Bread,Other Vegetables,Moong Dal
83,Beans,Gourd & Cucumber,Gourd & Cucumber,Organic F&V,Beans,Bread,Root Vegetables,Beans
84,Root Vegetables,Urad Dal,Bread,Other Dals,Beans,Moong Dal,Root Vegetables,Beans,Beans,Beans,Organic F&V,Urad Dal
85,Root Vegetables,Raw Peanuts,Organic Salt,Sugar & Jaggery,Beans,Beans,Banana,Gourd & Cucumber,Bread,Other Dals,Maida,Other Dals,Whole Grains,Other Vegetables,Moong Dal
86,Other Vegetables,Root Vegetables,Sanitary Pads,Root Vegetables,Cotton & Bandages,Olive Oils
87,Gourd & Cucumber,Banana,Beans,Root Vegetables,Whole Spices,Moong Dal,Beans,Beans,Whole Spices,Beans,Root Vegetables,Other Dals,Whole Spices
88,Avalakki / Poha,Root Vegetables,Moong Dal,Organic F&V,Glucose, Marie & Milk Biscuits,Urad Dal,Root Vegetables,Banana
89,Instant Pastas,Organic F&V,Gourd & Cucumber,Beans,Beans,Banana,Cream Biscuits,Root Vegetables,Gourd & Cucumber,Other Vegetables
90,Organic F&V,Organic F&V,Liquid Soaps & Bars,Sooji & Rava,Raw Rice,Organic F&V,Whole Spices
91,Cream Biscuits,Other Vegetables,Whole Spices,Namkeen,Chips,Other Dals,Whole Spices,Snacky Nuts,Root Vegetables,Root Vegetables,Buns & Pavs,Whole Spices,Banana,Other Dals
92,Beans,Cream Biscuits,Organic F&V,Other Vegetables,Gourd & Cucumber,Moong Dal,Moong Dal,Avalakki / Poha,Beans,Organic F&V,Sooji & Rava,Root Vegetables,Beans
93,Gourd & Cucumber,Beans,Other Vegetables,Beans,Banana,Organic F&V,Instant Noodles,Other Vegetables,Whole Spices,Yogurt & Lassi,Yogurt & Lassi,Whole Spices,Root Vegetables,Whole Spices,Whole Spices
94,Beans,Beans,Liquid Soaps & Bars,Root Vegetables,Cream Biscuits,Beans,Other Vegetables,Regular Pasta,Gourd & Cucumber,Other Vegetables
95,Health Drinks,Beans,Beans,Gourd & Cucumber,Other Vegetables,Bread,Cream Biscuits,Organic F&V,Banana,Wafers,Beans,Sooji & Rava,Avalakki / Poha
96,Organic Rice & Rice Products,Gourd & Cucumber,Other Vegetables,Olive Oils,Gourd & Cucumber,Beans,Root Vegetables,Root Vegetables,Beans,Regular Pasta
97,Root Vegetables,Organic F&V,Glucose, Marie & Milk Biscuits,Root Vegetables,Urad Dal,Yogurt & Lassi,Beans,Health Drinks,Face Packs & Scrubs,Beans,Other Dals,Organic F&V
98,Toilet Cleaners,Root Vegetables,Beans,Honey,Root Vegetables,Other Vegetables,Cotton & Bandages
99,Cream Biscuits,Gourd & Cucumber,Gourd & Cucumber,Brinjals,Yogurt & Lassi,Root Vegetables,Other Vegetables,Other Dals,Root Vegetables,Beans,Whole Spices,Beans,Glucose, Marie & Milk Biscuits,Other Vegetables,Sooji & Rava
100,Beans,Other Vegetables,Beans,Cooking Sauce,Whole Spices,Urad Dal,Beans,Cashews,Almonds,Beans,Other Dals,Moong Dal,Sooji & Rava,Root Vegetables
101,Avalakki / Poha,Beans,Maida,Yogurt & Lassi,Moong Dal,Gourd & Cucumber,Buns & Pavs,Beans,Beans,Whole Spices,Beans,Brinjals,Other Vegetables,Sanitary Pads,Root Vegetables,Banana,Root Vegetables
102,Beans,Root Vegetables,Toilet Cleaning,Urad Dal,Beans,Other Vegetables,Beans,Gourd & Cucumber,Root Vegetables,Brinjals,Other Vegetables,Moong Dal
103,Other Dals,Other Dals,Gourd & Cucumber,Beans,Organic Flours,Root Vegetables,Regular Pasta,Other Dals,Moong Dal,Organic Salt,Sugar & Jaggery,Other Rice Products,Sooji & Rava,Beans,Yogurt & Lassi,Beans,Exotic Vegetables,Glucose, Marie & Milk Biscuits,Moong Dal,Other Dals,Banana,Gourd & Cucumber,Other Rice Products,Other Vegetables,Other Vegetables,Exotic Vegetables,Root Vegetables
104,Root Vegetables,Beans,Health Drinks,Beans,Whole Spices,Other Vegetables,Cookies,Banana,Cotton & Bandages,Urad Dal,Beans,Beans,Gourd & Cucumber,Gourd & Cucumber,Health Drinks,Root Vegetables,Avalakki / Poha,Other Dals
105,Beans,Whole Spices,Beans,Gourd & Cucumber,Root Vegetables,Gourd & Cucumber,Other Vegetables
106,Cream Biscuits,Moong Dal,Other Vegetables,Root Vegetables,Beans,Urad Dal,Beans,Exotic Vegetables,Beans,Healthy & Digestive Biscuits,Root Vegetables,Other Dals,Other Dals,Exotic Vegetables,Other Vegetables,Cream Biscuits
107,Root Vegetables,Whole Spices,Sooji & Rava,Boiled Rice,Health Supplements,Other Vegetables,Root Vegetables,Beans,Chilli & Soya Sauces,Gourd & Cucumber,Chilli & Soya Sauces,Whole Spices,Sanitary Pads,Toor Dal,Tomato Ketchup,Other Vegetables,Health Drinks,Other Rice Products
108,Beans,Glucose, Marie & Milk Biscuits,Bread,Cream Biscuits,Beans,Other Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Beans,Glucose, Marie & Milk Biscuits,Other Vegetables,Healthy & Digestive Biscuits
109,Root Vegetables,Sanitary Pads,Other Vegetables,Urad Dal,Glucose, Marie & Milk Biscuits,Sunflower Oils,Other Dry Fruits,Gourd & Cucumber,Bread,Avalakki / Poha,Beans,Urad Dal,Beans
110,Gourd & Cucumber,Other Vegetables,Bread,Beans,Beans,Gourd & Cucumber,Liquid Soaps & Bars,Beans,Shampoo
111,Beans,Other Dals,Sooji & Rava,Raw Peanuts,Glucose, Marie & Milk Biscuits,Sooji & Rava,Other Vegetables,Cookies,Gourd & Cucumber,Sooji & Rava
112,Toor Dal,Other Vegetables,Muffins, Cookies & Rusk,Beans,Gourd & Cucumber,Gourd & Cucumber,Beans,Bread,Root Vegetables,Exotic Vegetables,Avalakki / Poha,Sooji & Rava,Banana,Exotic Vegetables,Bread
113,Beans,Other Sweets,Beans,Chips,Bread,Other Vegetables,Beans,Raw Peanuts,Other Vegetables,Gourd & Cucumber,Beans,Root Vegetables,Organic F&V,Gourd & Cucumber,Sanitary Pads
114,Root Vegetables,Bread,Root Vegetables,Other Vegetables,Beans,Beans,Sooji & Rava,Bread,Cream Biscuits,Urad Dal,Buns & Pavs,Bread,Beans,Root Vegetables,Cream Biscuits,Beans,Raisins,Other Vegetables,Beans,Cashews,Other Vegetables,Toor Dal,Root Vegetables,Other Vegetables,Other Dals,Moong Dal,Whole Spices,Cream Biscuits,Moong Dal,Other Rice Products,Beans,Root Vegetables,Whole Spices,Other Rice Products,Beans,Other Vegetables,Whole Spices,Banana,Beans,Gourd & Cucumber,Beans,Glucose, Marie & Milk Biscuits,Whole Spices,Other Vegetables,Whole Spices,Sanitary Pads,Beans,Other Dals,Other Dals,Root Vegetables,Beans,Beans,Beans,Vermicelli,Sooji & Rava,Moong Dal,Glucose, Marie & Milk Biscuits,Gourd & Cucumber,Gourd & Cucumber,Other Dals,Beans,Whole Spices,Other Vegetables,Organic F&V,Moong Dal,Raw Peanuts,Whole Spices,Other Rice Products,Health Drinks,Urad Dal,Gourd & Cucumber,Root Vegetables,Boiled Rice,Cream Biscuits,Gourd & Cucumber,Raw Peanuts,Beans,Beans,Brinjals,Brinjals,Beans,Other Vegetables,Regular Pasta,Root Vegetables,Other Vegetables,Root Vegetables,Sooji & Rava,Organic F&V,Brinjals,Beans,Beans,Other Dals,Cream Biscuits,Beans,Root Vegetables,Gourd & Cucumber,Other Vegetables,Cream Biscuits,Gourd & Cucumber,Root Vegetables,Beans,Other Vegetables,Other Rice Products,Other Vegetables,Beans,Raw Rice,Banana,Gourd & Cucumber,Sooji & Rava,Other Dals,Cooking Paste,Other Dals,Beans,Gourd & Cucumber,Other Vegetables,Organic Flours,Beans,Beans,Other Vegetables,Gourd & Cucumber,Organic F&V,Beans,Beans,Brinjals,Shaving Blade & Razors,Other Vegetables,Beans,Vermicelli,Exotic Vegetables,Namkeen,Regular Pasta,Organic F&V,Exotic Vegetables,Boiled Rice,Shampoo,Banana,Maida,Brinjals,Organic F&V,Sooji & Rava,Organic F&V,Organic F&V,Organic F&V,Beans,Other Rice Products,Root Vegetables,Beans,Boiled Rice,Other Vegetables,Other Vegetables,Root Vegetables,Olive Oils,Root Vegetables,Whole Spices,Urad Dal,Gourd & Cucumber,Banana,Cookies,Avalakki / Poha,Regular Pasta,Root Vegetables,Other Rice Products,Whole Spices,Sanitary Pads,Root Vegetables,Gourd & Cucumber,Glucose, Marie & Milk Biscuits,Regular Pasta,Bread,Whole Spices,Glucose, Marie & Milk Biscuits,Beans,Beans,Other Vegetables,Root Vegetables,Other Vegetables,Sanitary Pads,Beans,Beans,Other Dals,Root Vegetables,Gourd & Cucumber,Other Dals,Toor Dal,Beans,Other Vegetables,Gourd & Cucumber,Brinjals,Root Vegetables,Cookies,Moong Dal,Beans,Other Vegetables,Sanitary Pads,Sanitary Pads,Brinjals,Bread,Glucose, Marie & Milk Biscuits,Banana,Almonds,Whole Spices,Whole Spices,Whole Spices,Root Vegetables,Cookies,Beans,Other Vegetables,Whole Spices,Whole Spices,Gourd & Cucumber,Whole Spices,Gourd & Cucumber,Other Vegetables,Regular Pasta,Other Dals,Other Rice Products,Raw Peanuts,Beans,Beans,Other Vegetables,Yogurt & Lassi,Root Vegetables,Banana,Olive Oils,Beans,Root Vegetables,Beans,Other Vegetables,Urad Dal,Beans,Other Vegetables,Gourd & Cucumber,Banana,Beans,Root Vegetables,Yogurt & Lassi,Root Vegetables,Organic F&V,Beans,Gourd & Cucumber
115,Beans,Beans,Beans
116,Exotic Vegetables,Other Dals,Besan,Sooji & Rava,Cashews,Other Dals,Brinjals,Namkeen,Root Vegetables,Chilli & Soya Sauces
117,Root Vegetables,Raw Peanuts,Liquid Soaps & Bars,Other Dry Fruits,Other Vegetables
118,Cooking Paste,Banana,Whole Spices,Bread
119,Other Dry Fruits,Namkeen,Banana,Namkeen,Namkeen,Beans,Namkeen,Almonds,Namkeen
120,Organic F&V,Cooking Paste
121,Avalakki / Poha,Root Vegetables,Beans,Banana,Other Dry Fruits,Cashews,Other Vegetables,Root Vegetables,Cashews
122,Namkeen,Other Vegetables,Buns & Pavs,Beans,Other Rice Products,Raw Peanuts
123,Bread,Beans,Organic F&V,Whole Spices,Aluminium Foil & Cling Wrap
124,Cashews,Other Dry Fruits,Other Dry Fruits
125,Beans
126,Root Vegetables
127,Aluminium Foil & Cling Wrap,Cashews,Avalakki / Poha,Health Supplements,Other Dry Fruits
128,Face Cream,Cashews,Cashews,Almonds,Other Dry Fruits,Snacky Nuts,Other Dals,Whole Spices
129,Other Vegetables,Beans,Cookies
130,Beans,Namkeen,Aluminium Foil & Cling Wrap,Other Dry Fruits,Root Vegetables,Namkeen
131,Cream Biscuits,Gourd & Cucumber,Other Vegetables,Brinjals,Sunflower Oils
132,Whole Spices,Sugar,Avalakki / Poha,Vinegar,Beans,Beans
133,Snacky Nuts,Namkeen
134,Other Vegetables,Root Vegetables,Maida,Other Vegetables
135,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Cooking Paste,Whole Spices,Whole Spices
136,Honey,Namkeen,Other Dry Fruits,Beans
137,Aluminium Foil & Cling Wrap,Hair Colors & Dyes
138,Basmati Rice,Sooji & Rava,Chilli & Soya Sauces
139,Other Vegetables,Other Vegetables,Brinjals,Other Dry Fruits
140,Cooking Paste
141,Cashews,Other Dals,Cream Biscuits,Cashews,Other Dry Fruits
142,Almonds,Toor Dal,Other Dry Fruits,Root Vegetables,Other Dals,Other Dals,Beans,Moong Dal,Cooking Paste,Other Vegetables
143,Vermicelli,Cream Biscuits,Instant Pastas,Aluminium Foil & Cling Wrap
144,Maida,Shaving Cream, Foam & Gels
145,Shoe Polish,Namkeen
146,Namkeen
147,Namkeen,Glucose, Marie & Milk Biscuits,Other Dry Fruits,Healthy & Digestive Biscuits,Hair Colors & Dyes,Besan
148,Root Vegetables,Other Vegetables,Other Vegetables,Maida,Other Dals,Cooking Paste
149,Namkeen,Namkeen,Brinjals,Beans,Namkeen,Banana
150,Toor Dal
151,Banana,Other Dry Fruits,Beans,Root Vegetables,Whole Spices,Other Vegetables,Glucose, Marie & Milk Biscuits,Namkeen,Namkeen,Whole Spices,Bread
152,Regular Pasta,Instant Pastas,Avalakki / Poha,Banana,Maida
153,Namkeen
154,Other Dry Fruits,Brinjals,Cashews,Other Dry Fruits
155,Other Vegetables,Liquid Soaps & Bars,Aluminium Foil & Cling Wrap,Eggs,Other Vegetables,Root Vegetables,Beans,Root Vegetables,Boiled Rice,Namkeen
156,Avalakki / Poha,Bread,Gourd & Cucumber,Other Dals,Banana,Shaving Cream, Foam & Gels
157,Other Dals
158,Cream Biscuits,Banana,Sooji & Rava
159,Namkeen,Sugar,Toor Dal,Cashews,Banana,Besan,Other Vegetables
160,Other Vegetables,Other Vegetables,Aluminium Foil & Cling Wrap,Gourd & Cucumber,Beans
161,Banana,Ayurvedic Food,Jaggery,Organic Branded Foods,Avalakki / Poha
162,Namkeen,Cream Biscuits,Whole Spices,Gourd & Cucumber,Cooking Paste,Glucose, Marie & Milk Biscuits,Gourd & Cucumber,Banana
163,Cooking Sauce,Banana
164,Namkeen,Other Vegetables,Cashews
165,Aluminium Foil & Cling Wrap,Raw Peanuts,Other Oils,Banana,Bread,Gourd & Cucumber,Other Dry Fruits,Beans
166,Beans,Cooking Sauce,Namkeen,Namkeen,Root Vegetables,Whole Spices,Cream Biscuits,Namkeen,Raw Peanuts
167,Gourd & Cucumber,Other Vegetables,Aluminium Foil & Cling Wrap
168,Cooking Paste,Sooji & Rava,Toor Dal,Other Dals
169,Exotic Vegetables,Gourd & Cucumber,Brinjals,Exotic Vegetables,Exotic Vegetables,Olive Oils,Other Dry Fruits,Sooji & Rava,Shaving Blade & Razors,Sugar,Cream Biscuits
170,Bread,Whole Spices,Cream Biscuits,Cooking Paste,Whole Spices,Gourd & Cucumber,Other Vegetables,Whole Spices
171,Health Drinks
172,Bread,Beans,Cut Vegetables,Exotic Vegetables
173,Bread
174,Other Sweets
175,Banana,Beans,Other Dry Fruits,Namkeen,Brinjals,Beans,Besan,Health Drinks
176,Whole Spices,Glucose, Marie & Milk Biscuits
177,Besan,Banana
178,Gourd & Cucumber
179,Namkeen,Cream Biscuits,Namkeen,Namkeen,Bread
180,Other Vegetables,Bread,Aluminium Foil & Cling Wrap,Root Vegetables,Toor Dal,Other Dry Fruits,Other Vegetables,Cream Biscuits,Bread,Other Oils,Aluminium Foil & Cling Wrap,Whole Spices,Cooking Paste,Root Vegetables,Mosquito Repellent,Brinjals,Sugar,Gourd & Cucumber,Banana,Banana,Health Supplements,Whole Spices,Instant Pastas,Beans,Gourd & Cucumber,Bread,Chips,Beans,Whole Spices,Almonds,Sooji & Rava,Cashews,Exotic Vegetables,Exotic Vegetables,Exotic Vegetables,Gourd & Cucumber,Other Dals,Other Dry Fruits,Whole Spices,Sugar,Banana,Moong Dal,Other Vegetables,Cooking Paste,Brinjals,Cream Biscuits,Namkeen,Namkeen,Banana,Gourd & Cucumber,Beans,Root Vegetables,Other Dals,Aluminium Foil & Cling Wrap,Banana,Beans,Other Vegetables,Namkeen,Namkeen,Raw Peanuts,Namkeen,Sooji & Rava,Besan,Cooking Paste,Cashews,Other Dry Fruits,Other Dry Fruits,Namkeen,Other Dry Fruits,Other Oils,Root Vegetables,Almonds,Other Vegetables,Organic F&V,Bread,Basmati Rice,Raw Peanuts,Urad Dal,Other Dals,Other Dry Fruits,Glucose, Marie & Milk Biscuits,Gourd & Cucumber,Cooking Paste,Cream Biscuits,Whole Spices,Hair Colors & Dyes,Brushes & Scrubbers,Namkeen,Namkeen,Namkeen,Beans,Honey,Other Vegetables,Banana,Sooji & Rava,Other Rice Products,Avalakki / Poha,Whole Spices,Whole Spices,Other Vegetables,Namkeen,Beans,Cashews,Root Vegetables,Namkeen,Banana,Hair Colors & Dyes,Other Vegetables,Namkeen,Cream Biscuits,Maida,Honey,Beans,Raw Rice,Other Vegetables,Toor Dal,Liquid Soaps & Bars,Beans,Namkeen,Namkeen,Basmati Rice,Shaving Blade & Razors,Other Sweets,Instant Pastas,Namkeen,Raw Peanuts,Namkeen,Whole Spices,Whole Spices,Snacky Nuts,Bread,Other Vegetables,Exotic Vegetables,Maida,Bread,Root Vegetables,Exotic Vegetables,Other Dry Fruits,Exotic Vegetables,Namkeen,Namkeen,Namkeen,Mosquito Repellent,Raw Peanuts,Namkeen,Cooking Paste,Shaving Blade & Razors,Toor Dal,Shaving Cream, Foam & Gels,Beans,Beans,Other Dals,Maida,Other Dals,Sooji & Rava,Avalakki / Poha,Almonds,Toor Dal,Beans,Cashews,Bread,Other Dry Fruits
181,Boiled Rice,Bread,Whole Spices,Cashews,Ground Coffee,Namkeen,Whole Spices,Other Dals,Other Rice Products,Wafers,Cream Biscuits,Banana,Instant Pastas,Eggs,Soya Products
182,Brinjals,Gourd & Cucumber,Sugar,Banana,Moong Dal,Cream Biscuits,Beans,Corn Snacks,Root Vegetables,Liquid Soaps & Bars,Soya Products,Almonds,Other Dals,Namkeen,Bread,Other Vegetables,Corn Snacks
183,Eggs
184,Gourd & Cucumber,Face Wash,Urad Dal,Bread,Other Rice Products,Eggs,Beans,Root Vegetables,Banana,Whole Spices,Raisins,Other Vegetables,Yogurt & Lassi,Root Vegetables,Corn Snacks,Washing Bars,Beans,Corn Snacks
185,Eggs,Raisins,Corn Snacks
186,Corn Snacks,Raisins,Snacky Nuts,Cashews,Other Dals,Bread,Sugar Cubes,Beans,Root Vegetables,Beans,Corn Snacks,Sugar,Eggs,Toor Dal,Banana
187,Other Rice Products,Root Vegetables,Raisins,Banana,Gourd & Cucumber,Beans,Soya Products,Boiled Rice,Sugar Cubes,Raisins,Other Dals,Eggs,Beans,Root Vegetables,Liquid Soaps & Bars,Corn Snacks,Ghee,Almonds,Other Vegetables,Snacky Nuts
188,Shoe Polish,Eggs,Washing Bars,Beans,Whole Spices,Raisins,Sugar,Urad Dal,Other Dry Fruits
189,Cream Biscuits,Eggs,Whole Spices,Snacky Nuts,Root Vegetables,Banana
190,Banana,Beans,Toor Dal,Almonds,Other Dals,Root Vegetables,Other Dals,Sugar Cubes,Beans,Boiled Rice,Sugar,Other Vegetables,Other Rice Products,Snacky Nuts,Bread,Eggs,Namkeen
191,Other Vegetables,Namkeen,Beans,Sugar Cubes,Snacky Nuts,Beans,Jaggery,Other Sweets,Sugar,Bread,Banana,Root Vegetables
192,Brinjals,Other Dals,Banana,Whole Spices,Beans,Whole Spices,Bread,Other Rice Products,Boiled Rice,Root Vegetables,Almonds,Snacky Nuts
193,Snacky Nuts,Banana,Eggs,Sugar,Beans,Other Vegetables,Liquid Soaps & Bars,Urad Dal,Sugar Cubes,Raisins,Washing Bars
194,Snacky Nuts,Bread,Cashews,Namkeen,Banana
195,Banana,Boiled Rice
196,Cashews,Whole Spices,Beans,Root Vegetables,Jaggery,Liquid Soaps & Bars,Raisins,Sugar Cubes,Other Rice Products,Cakes,Sugar,Raisins,Gourd & Cucumber,Health Drinks
197,Moong Dal,Moong Dal,Washing Bars,Boiled Rice,Snacky Nuts,Shaving Cream, Foam & Gels,Sugar Cubes,Namkeen,Banana,Root Vegetables
198,Banana
199,Other Rice Products,Other Dals,Other Dals,Cream Biscuits,Other Vegetables,Beans,Urad Dal,Sunflower Oils,Toor Dal,Root Vegetables,Instant Noodles,Banana,Boiled Rice,Liquid Soaps & Bars,Sugar
200,Cakes
201,Whole Spices,Other Rice Products,Whole Spices,Cashews,Beans,Sunflower Oils,Root Vegetables,Almonds,Root Vegetables,Banana,Namkeen,Snacky Nuts,Other Vegetables,Soya Products,Washing Bars,Other Dals,Beans,Whole Spices,Other Rice Products,Whole Spices,Boiled Rice,Sugar Cubes,Sugar,Urad Dal
